district,state,latitude,longitude,date,rainfall_24h_mm,rainfall_72h_mm,antecedent_rainfall_mm,soil_moisture_percent,slope_degrees,elevation_m,ndvi,lithology_code,landslide_occurred,data_source,rainfall_data_type
Mokokchung,Nagaland,26.7103,94.693,2013-08-11,160.1,383.1,572.1,70.1,28.2,1366.6,0.46,3,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,28.7762,92.6059,2013-08-11,84.3,160.6,228.6,80.6,28.3,456.6,0.47,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.5456,89.6008,2013-08-12,26.5,66.8,146.3,66.3,12.5,111.3,0.56,1,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,22.9238,95.2695,2013-08-14,44.5,84.3,168.5,74.5,37.0,1049.2,0.6,2,0,real_negative_sample,calibrated_climatological
Senapati,Manipur,25.3833,94.1884,2013-08-15,149.2,365.5,567.8,68.4,33.6,1400.0,0.62,2,1,real_event,calibrated_climatological
Dibrugarh,Assam,26.8727,94.9275,2013-08-16,102.3,269.3,463.2,70.8,8.0,86.0,0.4,1,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.4205,94.9731,2013-08-16,33.6,98.3,160.8,84.1,34.2,1205.9,0.74,3,1,real_event,calibrated_climatological
Diphu,Assam,26.2687,93.2919,2013-08-16,73.7,168.1,288.5,69.8,22.7,184.3,0.52,1,0,real_negative_sample,calibrated_climatological
Mokokchung,Nagaland,26.3897,94.9439,2013-08-16,81.6,201.8,339.4,67.3,35.0,1284.9,0.45,3,1,real_event,calibrated_climatological
Tamenglong,Manipur,24.7625,93.4341,2013-08-17,187.7,382.5,723.2,73.0,36.4,1328.6,0.48,2,1,real_event,calibrated_climatological
Upper Siang,Arunachal Pradesh,27.9793,94.8116,2013-08-17,50.4,95.8,164.6,74.1,40.2,1842.0,0.63,2,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,26.4973,88.2131,2013-08-19,76.2,159.1,273.9,70.4,39.9,355.0,0.75,3,0,real_negative_sample,calibrated_climatological
Diphu,Assam,25.8159,93.2625,2013-08-20,82.2,145.3,276.5,68.6,20.1,308.1,0.43,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,28.6656,88.3889,2013-08-21,87.1,171.1,316.4,62.8,9.4,20.0,0.75,1,0,real_negative_sample,calibrated_climatological
Jiribam,Manipur,24.9247,93.0512,2013-08-23,108.2,254.0,489.3,61.5,18.0,734.1,0.59,2,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,22.9167,93.6833,2013-08-23,108.1,256.4,477.6,75.3,29.0,1026.5,0.45,2,1,real_event,calibrated_climatological
Aizawl,Mizoram,23.6138,92.5762,2013-08-25,75.8,142.7,277.9,74.3,34.5,1015.5,0.39,2,0,real_negative_sample,calibrated_climatological
Kolasib,Mizoram,24.3081,93.0188,2013-08-25,77.5,147.2,271.5,68.6,28.1,646.0,0.57,2,0,real_negative_sample,calibrated_climatological
Jorhat,Assam,26.9685,94.2502,2013-08-27,43.2,116.0,226.4,61.7,9.4,23.4,0.57,1,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,24.7182,96.7116,2013-08-28,43.1,108.1,223.5,90.0,39.1,1166.6,0.55,2,0,real_negative_sample,calibrated_climatological
Mokokchung,Nagaland,26.4205,94.9731,2013-08-30,118.5,315.4,487.2,61.1,27.9,1401.0,0.41,3,1,real_event,calibrated_climatological
Tamenglong,Manipur,24.9037,93.487,2013-09-01,16.9,65.9,131.5,77.1,42.4,1463.9,0.43,2,1,real_event,calibrated_climatological
Goalpara,Assam,27.3425,88.2426,2013-09-01,92.4,198.3,351.4,73.2,15.8,20.0,0.55,1,1,real_event,calibrated_climatological
Tamenglong,Manipur,24.9829,93.5063,2013-09-01,30.9,77.7,175.0,67.3,30.3,1338.3,0.32,2,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,27.1614,93.7525,2013-09-02,30.8,79.8,156.3,59.4,38.5,378.7,0.47,2,1,real_event,calibrated_climatological
Upper Siang,Arunachal Pradesh,28.611,94.9829,2013-09-02,44.8,123.3,215.5,76.9,43.7,1721.3,0.39,2,1,real_event,calibrated_climatological
Lunglei,Mizoram,22.3808,92.1083,2013-09-06,61.1,136.3,252.5,67.7,34.4,1114.9,0.52,2,0,real_negative_sample,calibrated_climatological
Kolasib,Mizoram,24.4218,92.6747,2013-09-07,16.3,59.3,130.0,79.9,27.4,744.9,0.62,2,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,24.2754,90.5138,2013-09-07,19.5,54.0,132.9,63.6,6.1,20.0,0.5,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.3736,88.7323,2013-09-07,17.0,63.3,145.6,73.0,8.0,20.0,0.45,1,1,real_event,calibrated_climatological
Tezu,Arunachal Pradesh,28.3496,95.8984,2013-09-07,55.7,126.7,248.6,63.0,7.4,102.3,0.49,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.6047,88.6463,2013-09-08,15.0,38.6,94.7,74.8,8.0,39.2,0.6,1,1,real_event,calibrated_climatological
Churachandpur,Manipur,24.4067,93.5105,2013-09-14,62.7,149.4,258.9,67.7,39.4,867.7,0.62,2,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,23.249,89.5543,2013-09-14,56.9,127.9,225.8,68.5,5.1,148.9,0.46,1,0,real_negative_sample,calibrated_climatological
Saiha,Mizoram,22.2908,94.2674,2013-09-15,59.6,147.9,285.0,72.5,22.9,878.9,0.57,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.0599,88.4674,2013-09-16,46.9,115.7,255.9,89.7,8.0,20.0,0.54,1,1,real_event,calibrated_climatological
Tamenglong,Manipur,25.2506,93.5738,2013-09-16,43.2,88.7,157.7,58.8,35.9,1429.5,0.72,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,26.8259,90.9166,2013-09-22,14.5,51.1,82.4,73.7,5.2,24.7,0.48,1,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,22.2987,89.9117,2013-09-23,77.3,195.7,381.3,65.5,5.0,20.0,0.62,1,0,real_negative_sample,calibrated_climatological
Ukhrul,Manipur,25.0985,94.3619,2013-09-24,78.8,197.5,314.7,80.7,33.7,1792.7,0.45,3,1,real_event,calibrated_climatological
Kohima,Nagaland,25.8266,94.1497,2013-10-05,27.8,78.4,140.1,82.1,30.6,1358.6,0.53,3,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,25.8816,89.7464,2013-10-06,7.5,41.2,95.7,73.7,41.3,295.3,0.47,3,0,real_negative_sample,calibrated_climatological
Guwahati,Assam,26.1665,91.7049,2013-10-06,77.9,162.5,270.2,72.3,8.0,83.1,0.4,1,1,real_event,calibrated_climatological
Guwahati,Assam,26.1309,91.8383,2013-10-06,69.3,166.8,313.9,71.1,9.7,73.4,0.38,1,1,real_event,calibrated_climatological
Phek,Nagaland,25.426,94.6024,2013-10-13,50.2,123.7,240.6,85.9,33.8,1622.1,0.57,3,1,real_event,calibrated_climatological
Lunglei,Mizoram,22.3475,91.8123,2014-02-03,12.9,51.4,124.1,58.4,37.6,1038.8,0.54,2,1,real_event,calibrated_climatological
Lunglei,Mizoram,22.2217,91.4055,2014-02-18,2.7,25.0,76.7,90.0,41.9,1030.7,0.65,2,0,real_negative_sample,calibrated_climatological
Lunglei,Mizoram,22.4515,92.3675,2014-03-02,35.2,76.7,134.0,69.5,31.2,911.8,0.61,2,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,24.2604,90.5562,2014-03-08,35.5,72.9,118.0,60.9,11.1,20.0,0.4,1,0,real_negative_sample,calibrated_climatological
Longding,Arunachal Pradesh,25.8509,97.4381,2014-03-20,12.5,48.2,103.9,73.2,41.8,965.6,0.5,2,1,real_event,calibrated_climatological
Mamit,Mizoram,23.68,92.0567,2014-03-21,17.3,40.6,72.4,60.2,34.9,842.4,0.36,2,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,22.4691,96.5107,2014-03-24,14.8,50.8,100.9,51.0,31.8,1100.8,0.61,2,0,real_negative_sample,calibrated_climatological
Mokokchung,Nagaland,26.4144,94.4505,2014-03-27,42.4,100.1,160.4,72.3,33.2,1331.2,0.5,3,0,real_negative_sample,calibrated_climatological
Hailakandi,Assam,24.6775,92.4164,2014-05-04,89.1,194.0,295.6,55.4,21.0,91.6,0.63,1,0,real_negative_sample,calibrated_climatological
Tezu,Arunachal Pradesh,27.9032,96.174,2014-05-08,13.1,64.2,153.4,66.7,11.0,312.3,0.49,1,1,real_event,calibrated_climatological
Karimganj,Assam,24.8669,92.3576,2014-05-09,50.4,139.8,278.6,88.0,26.6,20.0,0.44,1,1,real_event,calibrated_climatological
Karimganj,Assam,24.4136,91.7561,2014-05-10,104.5,232.0,432.7,75.0,8.0,123.7,0.59,1,1,real_event,calibrated_climatological
Lunglei,Mizoram,22.7962,92.414,2014-05-10,79.8,163.4,218.1,55.6,40.9,1013.6,0.57,2,0,real_negative_sample,calibrated_climatological
Karimganj,Assam,24.5784,91.7227,2014-05-10,42.9,104.3,213.2,69.8,17.3,20.0,0.42,1,1,real_event,calibrated_climatological
Agartala,Tripura,23.9526,91.16,2014-05-15,71.1,168.0,325.3,73.4,7.9,20.0,0.4,1,0,real_negative_sample,calibrated_climatological
Longding,Arunachal Pradesh,26.6394,96.9403,2014-05-20,5.0,35.9,59.8,69.2,35.3,851.4,0.57,2,0,real_negative_sample,calibrated_climatological
Guwahati,Assam,26.213,91.412,2014-05-20,59.0,105.8,179.1,62.6,5.0,73.9,0.59,1,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,26.1689,88.7179,2014-05-28,5.6,23.0,55.8,84.7,37.9,270.0,0.45,3,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,25.5642,88.2091,2014-06-04,63.7,140.3,217.7,66.5,38.7,312.4,0.37,3,0,real_negative_sample,calibrated_climatological
Longding,Arunachal Pradesh,26.0961,96.0731,2014-06-04,66.5,122.8,252.9,89.7,47.4,820.8,0.71,2,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,22.5951,89.2963,2014-06-06,8.0,42.7,95.0,60.9,13.9,20.0,0.49,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.8859,89.5561,2014-06-08,87.3,209.4,384.9,62.5,10.8,20.0,0.46,1,0,real_negative_sample,calibrated_climatological
Lakhimpur,Assam,27.5991,94.2568,2014-06-11,31.7,76.7,148.5,57.7,9.3,31.6,0.53,1,0,real_negative_sample,calibrated_climatological
East Jaintia Hills,Meghalaya,25.4032,92.0926,2014-06-11,38.5,87.6,150.7,68.7,42.6,737.7,0.5,3,0,real_negative_sample,calibrated_climatological
Itanagar,Arunachal Pradesh,27.4966,93.2336,2014-06-16,71.0,168.7,240.4,61.0,34.2,485.7,0.64,2,0,real_negative_sample,calibrated_climatological
Mokokchung,Nagaland,26.3491,95.11,2014-06-21,35.3,101.8,169.7,62.0,25.6,1207.8,0.55,3,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,23.9562,95.5855,2014-06-23,47.4,116.8,194.0,62.3,19.4,1207.6,0.49,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,28.7787,89.9699,2014-06-24,97.3,173.7,313.8,65.8,5.0,20.0,0.69,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,26.7253,90.5066,2014-06-24,68.2,129.3,229.5,68.2,6.2,20.0,0.46,1,0,real_negative_sample,calibrated_climatological
Tezu,Arunachal Pradesh,28.3918,96.3799,2014-06-24,109.1,259.8,463.3,68.9,16.3,209.8,0.47,1,0,real_negative_sample,calibrated_climatological
Dibrugarh,Assam,27.1647,94.8515,2014-06-24,48.5,106.8,184.8,63.9,5.0,146.2,0.46,1,0,real_negative_sample,calibrated_climatological
Dawki,Meghalaya,24.9716,91.9517,2014-06-26,75.0,135.6,196.5,80.0,46.7,393.4,0.37,3,0,real_negative_sample,calibrated_climatological
Guwahati,Assam,26.1844,91.7896,2014-06-26,172.3,371.2,531.1,65.6,8.0,31.6,0.59,1,1,real_event,calibrated_climatological
Guwahati,Assam,26.1407,91.7645,2014-06-26,44.6,110.8,181.0,85.0,13.3,20.0,0.51,1,1,real_event,calibrated_climatological
Anjaw,Arunachal Pradesh,28.662,96.323,2014-06-26,90.7,209.8,409.2,68.4,37.3,2086.1,0.42,2,0,real_negative_sample,calibrated_climatological
Upper Siang,Arunachal Pradesh,28.9205,95.3429,2014-06-26,96.9,207.2,375.4,65.8,45.3,1506.8,0.41,2,1,real_event,calibrated_climatological
Guwahati,Assam,26.1619,91.7697,2014-06-27,77.3,145.1,243.5,83.7,12.6,20.0,0.7,1,1,real_event,calibrated_climatological
Guwahati,Assam,26.1964,91.7652,2014-06-28,72.3,179.7,282.3,75.3,8.0,23.5,0.42,1,1,real_event,calibrated_climatological
Silchar,Assam,25.0102,92.7922,2014-07-01,53.3,114.5,192.6,65.2,10.1,20.0,0.49,1,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,23.4612,95.6383,2014-07-01,73.2,173.4,267.1,69.0,40.0,1211.8,0.54,2,0,real_negative_sample,calibrated_climatological
Nagaon,Assam,27.1863,92.486,2014-07-02,40.2,77.1,163.4,66.5,8.5,20.0,0.5,1,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,25.6157,96.3167,2014-07-04,114.5,255.3,397.9,74.7,29.1,1199.8,0.55,2,1,real_event,calibrated_climatological
Tezu,Arunachal Pradesh,28.2844,96.3195,2014-07-04,100.4,206.8,320.7,74.9,9.7,199.9,0.53,1,0,real_negative_sample,calibrated_climatological
Itanagar,Arunachal Pradesh,27.3941,93.5263,2014-07-06,61.4,147.8,287.5,67.8,31.2,347.5,0.57,2,0,real_negative_sample,calibrated_climatological
Itanagar,Arunachal Pradesh,27.0653,93.0142,2014-07-13,66.0,170.0,277.8,66.3,25.9,583.3,0.45,2,0,real_negative_sample,calibrated_climatological
Aizawl,Mizoram,23.7327,92.7463,2014-07-14,65.9,157.2,334.1,86.7,37.5,1171.4,0.5,2,1,real_event,calibrated_climatological
Goalpara,Assam,27.059,88.4694,2014-07-15,118.4,281.3,571.1,85.8,13.0,98.0,0.45,1,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,29.1051,91.7842,2014-07-15,82.5,160.2,313.4,66.8,35.0,283.0,0.44,2,0,real_negative_sample,calibrated_climatological
Anjaw,Arunachal Pradesh,28.21,96.9505,2014-07-15,8.0,42.2,101.4,81.3,45.4,2207.2,0.58,2,0,real_negative_sample,calibrated_climatological
Longding,Arunachal Pradesh,26.9276,96.7209,2014-07-16,51.2,103.4,172.4,73.9,41.9,1001.5,0.4,2,0,real_negative_sample,calibrated_climatological
Longding,Arunachal Pradesh,25.8925,96.8585,2014-07-16,36.9,79.1,132.1,78.3,39.9,811.2,0.43,2,0,real_negative_sample,calibrated_climatological
Jorhat,Assam,26.8215,94.282,2014-07-17,80.4,147.5,221.7,70.3,5.7,62.3,0.64,1,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,26.4905,89.1373,2014-07-26,78.3,133.9,248.2,82.7,29.5,150.0,0.48,3,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,23.2822,94.5234,2014-08-01,74.5,164.4,232.0,77.8,33.4,988.1,0.47,2,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,26.1596,88.6723,2014-08-02,76.1,193.8,273.2,55.8,46.3,428.2,0.61,3,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,22.8474,94.8641,2014-08-04,97.0,178.6,252.3,66.8,19.7,1197.5,0.57,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.0382,89.6998,2014-08-05,56.1,149.8,232.9,66.9,16.7,20.0,0.61,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,28.3989,91.1436,2014-08-10,41.4,103.8,223.7,49.3,8.4,20.0,0.5,1,0,real_negative_sample,calibrated_climatological
Jorhat,Assam,26.5104,94.1328,2014-08-11,55.6,117.7,195.5,72.8,6.1,238.0,0.53,1,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,24.3878,96.7365,2014-08-13,27.3,75.2,144.8,59.5,33.2,1047.1,0.46,2,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,23.0137,91.7174,2014-08-14,129.7,274.5,417.7,69.6,8.0,41.2,0.49,1,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,27.0869,93.6086,2014-08-17,123.5,248.0,410.7,73.2,38.7,464.3,0.6,2,1,real_event,calibrated_climatological
Saiha,Mizoram,22.3417,94.3931,2014-08-19,98.9,210.4,312.9,67.4,25.7,858.0,0.49,2,0,real_negative_sample,calibrated_climatological
Upper Siang,Arunachal Pradesh,28.2951,95.0444,2014-08-21,81.3,172.1,326.5,62.6,45.9,1758.1,0.54,2,0,real_negative_sample,calibrated_climatological
Phek,Nagaland,25.5427,94.3811,2014-08-22,87.0,173.5,273.1,74.8,31.5,1460.4,0.49,3,0,real_negative_sample,calibrated_climatological
Dimapur,Nagaland,26.1995,94.0093,2014-08-23,31.8,71.8,144.0,69.5,5.0,256.6,0.51,1,0,real_negative_sample,calibrated_climatological
Longding,Arunachal Pradesh,26.8249,96.572,2014-08-26,81.5,186.5,264.7,63.1,38.7,965.0,0.47,2,0,real_negative_sample,calibrated_climatological
Tezu,Arunachal Pradesh,28.1356,95.8283,2014-09-01,51.9,131.5,246.0,87.0,23.3,128.6,0.61,1,0,real_negative_sample,calibrated_climatological
Tura,Meghalaya,23.9978,89.259,2014-09-06,30.5,63.6,107.3,76.2,30.6,382.5,0.67,3,0,real_negative_sample,calibrated_climatological
Phek,Nagaland,25.9466,94.6279,2014-09-08,155.0,356.7,617.6,79.0,35.8,1511.7,0.35,3,1,real_event,calibrated_climatological
Goalpara,Assam,28.5506,90.0631,2014-09-08,18.2,42.3,96.7,72.0,12.9,20.0,0.37,1,0,real_negative_sample,calibrated_climatological
Pasighat,Arunachal Pradesh,29.1331,95.5897,2014-09-09,38.4,93.2,179.8,71.8,42.9,131.4,0.63,2,0,real_negative_sample,calibrated_climatological
Anjaw,Arunachal Pradesh,28.6401,96.8652,2014-09-09,42.8,106.1,182.8,54.7,39.1,2146.9,0.51,2,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,24.4401,96.3406,2014-09-11,66.8,153.7,253.7,73.3,31.4,1136.6,0.49,2,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,22.9007,90.1261,2014-09-12,27.5,64.6,154.3,55.9,6.0,20.0,0.58,1,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,22.9099,95.435,2014-09-16,40.7,79.7,148.8,77.0,27.2,828.9,0.65,2,0,real_negative_sample,calibrated_climatological
Guwahati,Assam,26.4175,91.8928,2014-09-16,32.8,74.2,127.1,73.8,5.0,84.0,0.57,1,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,25.7354,90.3852,2014-09-21,85.8,206.7,432.1,61.0,36.2,251.8,0.45,3,1,real_event,calibrated_climatological
Goalpara,Assam,27.0891,90.6611,2014-09-21,17.3,50.8,115.9,69.1,14.7,82.4,0.48,1,0,real_negative_sample,calibrated_climatological
Guwahati,Assam,26.1314,91.7548,2014-09-22,90.0,227.6,424.5,69.5,18.1,20.0,0.46,1,1,real_event,calibrated_climatological
Guwahati,Assam,26.1295,91.7056,2014-09-22,53.0,143.3,229.7,72.4,8.0,124.7,0.36,1,1,real_event,calibrated_climatological
Guwahati,Assam,26.1324,91.8342,2014-09-22,39.7,115.8,248.3,69.7,8.0,20.0,0.46,1,1,real_event,calibrated_climatological
Guwahati,Assam,26.1044,91.7082,2014-09-22,64.4,148.2,270.7,61.7,10.2,88.3,0.47,1,1,real_event,calibrated_climatological
Guwahati,Assam,26.1985,91.7998,2014-09-22,48.7,132.4,276.9,74.3,8.0,227.8,0.62,1,1,real_event,calibrated_climatological
Guwahati,Assam,26.1097,91.7747,2014-09-22,80.4,188.2,300.2,64.7,8.0,20.0,0.47,1,1,real_event,calibrated_climatological
Guwahati,Assam,26.1001,91.6849,2014-09-22,71.5,151.1,238.6,64.1,22.6,30.4,0.49,1,1,real_event,calibrated_climatological
Guwahati,Assam,26.159,91.8178,2014-09-22,75.3,134.4,273.6,66.7,8.0,110.9,0.42,1,1,real_event,calibrated_climatological
Shillong,Meghalaya,25.5772,91.8666,2014-09-23,45.3,142.5,278.2,50.2,20.7,1498.2,0.62,3,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,25.7238,89.9032,2014-09-23,91.6,225.6,381.7,74.0,48.5,404.7,0.53,3,1,real_event,calibrated_climatological
Goalpara,Assam,25.8143,90.5763,2014-09-24,8.0,37.2,104.9,67.6,10.4,107.1,0.51,1,1,real_event,calibrated_climatological
Cherrapunji,Meghalaya,24.9931,91.2479,2014-09-26,59.4,124.2,237.3,81.3,35.9,1101.8,0.46,3,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,23.0061,94.4727,2014-09-27,15.8,41.4,87.1,78.8,29.9,1101.3,0.43,2,0,real_negative_sample,calibrated_climatological
Itanagar,Arunachal Pradesh,27.1249,93.7706,2014-10-01,48.1,105.5,232.9,76.0,39.3,384.3,0.45,2,1,real_event,calibrated_climatological
Nongpoh,Meghalaya,25.9702,91.8587,2014-10-05,134.6,331.6,565.2,81.2,45.8,1016.9,0.59,3,1,real_event,calibrated_climatological
Dibrugarh,Assam,27.131,94.6408,2014-10-09,50.8,111.3,185.8,52.7,5.0,52.3,0.55,1,0,real_negative_sample,calibrated_climatological
Jorhat,Assam,26.4193,94.1446,2014-10-14,22.3,71.3,159.8,68.8,12.3,221.4,0.55,1,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,25.5006,90.0896,2014-10-20,71.0,162.9,295.5,70.8,42.8,245.7,0.57,3,1,real_event,calibrated_climatological
Upper Siang,Arunachal Pradesh,28.3552,94.9375,2014-10-20,5.0,23.0,64.7,76.7,48.4,1650.1,0.64,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.4034,90.2853,2014-10-22,85.3,184.9,341.9,64.0,5.0,58.0,0.65,1,0,real_negative_sample,calibrated_climatological
Guwahati,Assam,26.6975,91.2363,2014-12-12,17.6,44.2,91.7,78.2,7.5,146.0,0.69,1,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,25.6172,96.3005,2015-01-06,26.3,75.8,146.4,81.2,42.4,1159.3,0.44,2,1,real_event,calibrated_climatological
Saiha,Mizoram,22.202,92.2217,2015-02-08,24.2,52.1,143.7,77.7,37.0,952.2,0.61,2,1,real_event,calibrated_climatological
Agartala,Tripura,24.3311,91.5642,2015-02-09,8.1,36.2,95.0,79.8,13.0,20.0,0.36,1,1,real_event,calibrated_climatological
Guwahati,Assam,26.1468,91.6469,2015-02-14,33.1,92.3,161.9,71.9,10.2,51.9,0.55,1,1,real_event,calibrated_climatological
Hailakandi,Assam,24.6108,92.562,2015-02-19,33.7,79.9,170.2,81.2,15.7,45.9,0.38,1,1,real_event,calibrated_climatological
Cherrapunji,Meghalaya,25.1472,91.7483,2015-02-22,39.1,88.9,156.5,74.5,36.4,1307.5,0.3,3,1,real_event,calibrated_climatological
Dibrugarh,Assam,27.4074,94.7134,2015-03-03,2.5,19.6,62.3,58.2,8.1,116.2,0.5,1,0,real_negative_sample,calibrated_climatological
Itanagar,Arunachal Pradesh,28.3555,92.7425,2015-03-07,36.4,86.7,173.5,68.3,37.0,456.0,0.42,2,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,25.6183,96.2964,2015-03-08,22.4,51.8,118.9,84.0,32.0,1338.6,0.48,2,1,real_event,calibrated_climatological
Karimganj,Assam,25.0318,92.4584,2015-03-19,5.0,38.5,76.3,66.1,13.0,20.0,0.44,1,1,real_event,calibrated_climatological
Upper Siang,Arunachal Pradesh,27.9513,94.8864,2015-03-20,34.7,73.6,146.4,65.8,46.0,1599.8,0.48,2,0,real_negative_sample,calibrated_climatological
Longding,Arunachal Pradesh,26.941,95.7182,2015-03-22,38.5,94.9,144.6,60.7,33.8,900.6,0.62,2,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,25.6115,96.2907,2015-03-30,7.4,44.8,113.0,80.0,26.8,1203.2,0.62,2,1,real_event,calibrated_climatological
Champhai,Mizoram,22.4567,95.2138,2015-04-03,19.9,56.6,129.1,62.5,29.5,1116.2,0.49,2,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,24.5582,88.1825,2015-04-19,24.5,85.2,164.8,73.4,42.1,254.9,0.47,3,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,24.9783,89.5779,2015-05-03,75.3,154.5,216.0,73.1,45.9,315.4,0.43,3,0,real_negative_sample,calibrated_climatological
Guwahati,Assam,25.9693,91.3676,2015-05-03,21.7,55.3,95.1,72.1,5.0,97.8,0.38,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.3356,89.1366,2015-05-08,21.3,63.2,128.3,81.4,9.2,20.0,0.58,1,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,23.0348,97.1617,2015-05-11,34.2,76.3,156.1,61.7,28.7,1149.0,0.46,2,0,real_negative_sample,calibrated_climatological
Dibrugarh,Assam,27.6005,94.9936,2015-05-19,20.1,65.4,109.5,73.4,9.1,177.0,0.5,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.6163,88.6586,2015-05-24,73.6,186.2,346.5,70.1,11.9,20.0,0.5,1,1,real_event,calibrated_climatological
Saiha,Mizoram,22.0104,91.9538,2015-06-01,94.0,200.5,372.1,71.8,29.4,940.4,0.38,2,1,real_event,calibrated_climatological
Jorhat,Assam,26.6064,93.9948,2015-06-01,74.5,151.9,281.8,75.9,5.8,108.3,0.43,1,0,real_negative_sample,calibrated_climatological
Itanagar,Arunachal Pradesh,27.0987,93.816,2015-06-09,173.8,430.5,733.5,83.5,32.4,357.7,0.45,2,1,real_event,calibrated_climatological
Diphu,Assam,25.4909,93.3534,2015-06-09,88.7,207.7,281.1,73.2,7.3,355.9,0.32,1,0,real_negative_sample,calibrated_climatological
Lakhimpur,Assam,27.2767,94.4552,2015-06-10,74.5,182.1,354.0,69.0,7.7,197.5,0.48,1,0,real_negative_sample,calibrated_climatological
Dawki,Meghalaya,24.9016,91.8771,2015-06-11,77.7,164.9,286.7,58.2,47.3,371.7,0.42,3,1,real_event,calibrated_climatological
Champhai,Mizoram,23.5488,94.3738,2015-06-11,96.2,189.9,334.0,66.2,20.9,1095.2,0.65,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.0165,88.2476,2015-06-13,125.2,259.8,441.3,52.0,8.0,103.9,0.48,1,1,real_event,calibrated_climatological
East Jaintia Hills,Meghalaya,25.463,92.2121,2015-06-13,123.3,247.2,435.3,77.2,38.7,763.8,0.56,3,1,real_event,calibrated_climatological
Lunglei,Mizoram,22.5015,91.615,2015-06-14,106.9,242.9,401.9,70.2,37.6,984.9,0.52,2,0,real_negative_sample,calibrated_climatological
Tura,Meghalaya,25.5114,90.215,2015-06-16,63.0,135.7,250.9,61.2,38.7,411.1,0.42,3,1,real_event,calibrated_climatological
Tura,Meghalaya,25.5084,90.2191,2015-06-16,56.2,146.9,314.9,75.2,43.9,413.1,0.59,3,1,real_event,calibrated_climatological
Nongstoin,Meghalaya,25.5846,90.8039,2015-06-16,30.7,61.1,113.0,62.0,43.6,1347.4,0.44,3,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.0257,88.4301,2015-06-17,131.4,321.9,590.0,73.5,9.0,33.2,0.54,1,1,real_event,calibrated_climatological
Goalpara,Assam,27.0087,88.443,2015-06-17,80.9,177.8,300.3,77.9,10.6,56.3,0.58,1,1,real_event,calibrated_climatological
